user,node_hash,weight
1138899419250810880,8756225245437195550,1
1138929413096124417,8195901869803285921,1
1139148052726464513,-1389988848982186511,1
1139213943984054273,-1060245384843189048,1
1139230964675203073,6790513907540362228,1
1139479150148968448,-1267360538841088803,2
1139870727992217601,2634441131709789789,1
1139893739470675973,1124778997599120736,3
1140244152707362817,1336190578394877793,1
1140352833134444544,1004821945595987707,1
1140541646599335936,-8213519585418835578,1
1140576553077813249,2254303210217032593,1
1140707561597018113,-3399867532908081629,2
1140821644124065792,8028753693291659988,1
1140936449119928323,2372791163056651184,1
1140938812648038401,-731246297228830989,1
1140960942500524036,-8533001579866241497,1
1141010733372755968,1801146387694430835,5
1141030418159980544,-1595869071793984511,1
1141096763182526464,-2665529111631201584,1
1141101997397069824,1074663954780814619,1
1141674641163001856,-1395892813735030671,1
1142068733596356608,7241309439496470494,1
1142076406203109376,-6461828785839824123,2
1142078887129690112,-6146499402122800213,1
1142105074140946432,7187722651876618143,2
1142118380557803520,4910745759583381482,1
1142198871990374400,-8206280352917150047,3
1142335908882059265,-5733119527636768080,1
1142453233748783105,1604950499161813738,1
1142461225974075392,5067363743554323439,2
1142869137993207808,4737757512600765499,1
1143145298543489024,-7348196936355320764,1
1143234490401267724,1348371009980566877,3
1143482004941561856,2503355705383056328,3
1143581917398425606,9158339226307501275,1
1143596665280114688,5039053791771779315,1
1144117197385678848,-4089071374749701368,1
1144172049830690816,725407904073996108,2
1144397038328700929,-7302145294769411812,4
1144981790207225857,1415990872557209049,1
1145047052767944706,1248797468461042902,1
1145305214142095361,7679825058462210096,2
1145357863134683141,-4542256700042005723,1
1145437991558688770,155092609424975644,1
1145668618908311558,7517916315122169186,1
1145679548555714562,-628912056971051453,1
1145792079861297157,-589507725367050530,1
1145934922256982022,1983869347417987471,2
1145990747822280705,3196076162752006615,1
1146028264273657856,-2695767207667454145,2
1146234929132576769,-7090984285234633803,2
1146363055988776960,-7959170766288143476,2
1146383082267860992,-8251755085836592,1
1146450619441586176,-7579521688341631824,1
1146481774358343680,-1748876491902217675,3
1146721254973554688,-4761954108753512810,1
1146847249613434881,-8215675948510823638,1
1147648207402557440,3450019886569736990,1
1147800764917657601,-8122594342156829914,1
1147895500202553345,4090799873039793684,1
1148185341926551552,-5530505472305946565,1
1148307902572171265,570215461039808279,1
1148508379557617664,1213271109696843527,2
1148509243772944384,1438777946953770403,2
1148595351638761473,-2733211650681532672,1
1148693291430535170,-4211195678899407759,3
1149275155006394369,-8958986986148446779,3
1149304931217788928,-4669514447837454885,3
1149524210345115648,-6750423763415447025,1
1149988568196112385,-6537977816316343300,1
1150116378973749251,-1956555506853164135,1
1150142564760260610,-1398557326939346700,1
1150211340440522752,-647674329153119546,1
1150335017706512384,2425232461584570387,1
1150378679274549248,-3671386738009205041,1
1150404662954201091,-7806053870895454442,1
1150439456031354880,-1650563545676129647,1
1150751883566493696,-3045679781688701744,3
1151095586189430784,-5838799279178092821,1
1151237349063479296,8506637667020130387,1
1151238431701458945,3156114970727989195,1
1151367133038817280,-8707507471641192531,1
1151546587107274753,7967627154981981941,5
1151571575981989888,-7842847275144925446,2
1151598304662347777,1894764547880185829,1
1151788920037871617,-303523292323571823,1
1151876097392463873,7160875335033283546,1
1152133839554252800,1661356010650470123,1
1152266161544937473,-5870218182154581197,1
1152443917507280896,916504034620737479,1
1152585760551444480,-7337554495565446414,2
1152689844197482498,-202574609094971291,1
1152900509629595648,1691532466553997715,1
1152932396548993029,-6840615089485915219,1
1153015919742005249,7824915775153302730,1
1153052661933137920,-7577935864692247446,5
1153220164478885888,9191323416780383352,1
1153256889343496192,1286480882051829908,2
1153276943850188801,-1390892872410815549,1
1153409973545832453,5959715330047296192,1
1153620908441051137,-3311022186553078818,3
1153701076559941637,-4655307292792896178,1
1153964552301764608,6053374294879351854,1
1154371862606098432,-207873322102043010,1
1154533924976115712,6922648992042891410,1
1154873881561374722,8323509421587789657,1
1155025302554386437,769333422519376893,2
1155438862396731392,-5373892404071545458,1
1155449561432956928,6184890840092779270,2
1155516768246538240,3347372051007172134,1
1155615727803650048,323842470947964823,1
1155981261120258055,-345841019150258035,1
1156235897584660485,1416124057028983996,1
1156301995776643073,-8604568598885912551,1
1156485125057712128,-7712111758032666944,1
1156488697807822849,-1341943841999664055,11
1157036023744016385,-562144622516051761,1
1157061665571168256,5141165459606296353,1
1157093878316576769,5314180134291203082,5
1157154349144924160,4800929089666532534,1
1157236046914031618,-6992215943004233292,1
1157335438228692997,-3960764755179762999,1
1157668114877825027,4163195466649063570,1
1157709835993059335,270244977181565905,1
1158045847327825920,7844718111889199133,1
1158057240898822145,1479766598488655816,1
1158354496256446464,-2187038084144510375,1
1158380969575047173,7410054688273188780,1
1158396782067535878,-9022677845696900876,1
1158428091154358272,-6576292749328044758,1
1158453510620569613,-3397618813429106722,1
1158758131448590336,-4812590149785440338,6
1158780438326009856,-6297653536573845066,1
1159079871215210496,-6659410394724358181,1
1159384106486157312,-7174618154949756999,1
1159877233755983873,-1991373916269051690,1
1160214428740177921,-6453573818093945622,1
1160598313919496192,837248119858997440,3
1160668836217131008,6632253130509971188,1
1160900573765541888,731431170266072456,1
1161022078084112390,-5661477075717995001,1
1161322239586906113,-7962127866113508568,5
1161622851650236416,-346268470499530957,1
1161690099744219136,-5689756371506223997,7
1161906502241849346,-2810207863912927072,1
1162092655259635715,1862496205664900962,1
1162353666772393989,-591476490664266524,2
1162361772415836161,8487800681159735587,2
1162641951008731136,-2571269198922696900,1
1162766571401560064,-2404416119545280034,2
1163033708905021441,3403893153691788120,6
1163034470603247616,3661488941938490107,1
1163132150859874304,-6506643718896041027,1
1163194805662474241,1562478601577284417,1
1163479984436121600,7924763711183528306,2
1163755334395158529,1362133622517295680,1
1163872716090462208,-1516929411238854749,1
1163956686291423232,-4065068857995052332,1
1164000014714245120,-3701973142124516784,3
1164518229794021378,-2706949689636385088,1
1164569694449348609,2921679123230965937,2
1165208583002382336,-7604959385734361812,4
1165287245479317504,-8351213865670641358,1
1165316765435478016,5652295757446971576,1
1165567428849545221,9222686679380183554,1
1165594610808381441,-1065534935665450063,1
1165682179017498627,6601104368048438898,1
1165916122539089921,3189479054529119223,1
1165917526229995521,-662629954005008651,1
1165956572540997634,-8486654699745034887,1
1165958699309047808,7388214575086707478,3
1166061272925913088,-4296950244344102841,1
1166087793795325952,2454131756754559999,1
1166184584981045248,3575831858399526000,1
1166253717814960128,3310246691143531733,1
1166346989182902272,-6503838290230125897,2
1166401156492464129,-8505878232698884556,2
1166614675620028417,6081503490419676435,1
1167094204297809921,-4058886053350674929,1
1167143631687434242,2192778261511257522,1
1167333799224647680,2436028749917048706,2
1167404559297327104,5356234843720347234,1
1167511492096397313,-8987405505811347498,1
1167529967338643456,622529183676008994,1
1167535564477911042,1526240414014048566,2
1167755862871592961,3654775341818348998,1
1167848079904694272,2280335298689873919,1
1167874421606035456,-3168192131942678759,1
1167912641693736960,-1832427152340772180,4
1168172421926608897,-2281056114290453594,1
1168190187710627841,6897894857015400631,1
1168197107595010049,2957705630939101504,1
1168873582325317632,-1041927918790656336,1
1168979711055339520,2863306435356156270,1
1169161678279335937,4853677527363390687,2
1169214017379983360,-6408421042570768272,1
1169307711424610304,2342588336975479889,1
1169345185236639747,-5760581274399991289,1
1169470826732822529,-4122495043744031354,1
1169614984558592000,8588515865960895609,1
1169664002483507200,7174897916076955366,3
1169731979123810304,-8340251477869082093,1
1169740256846987264,3184819458964804235,1
1169862423748071424,8213901836344281914,1
1169946967440535557,974297546848482627,1
1170353497025462272,4390142574332052053,1
1170355570806788097,-5513601715252044404,1
1170425804699906054,7197553479322481731,1
1170466240118362118,9098543167838923233,1
1170612930884362241,3951955430144995012,1
1170749423649005568,5699452198957488004,1
1170762219010908160,-1127270494751263325,1
1170807009211506690,-6368311851031724164,1
1171030698720931841,1922181246445873418,1
1171355408172310529,47016229206748915,1
1171434454067232771,6308616383895658532,1
1171442998095171586,3777845077069807574,1
1171471498709626880,3726421438843013382,1
1171559314122842113,-8055920035441834246,1
1171703839168372737,-4714433363614928055,1
1171745975834161152,4634122867718865540,1
1171750594765365250,-3332516528301324474,1
1172094700238647297,-2662450555218962011,2
1172248902709460992,7321261634168429995,1
1172453951884673024,-5417658700085525088,1
1172658514176684032,5014959032978722731,1
1172836468160716800,-678961147544693004,2
1173227607137095683,-4842622203223468868,1
1173340733274767360,-1452695137298387285,1
1173514152737988608,6092201759076177178,2
1173570076710244358,3082571859467841568,1
1174013567638671360,-9077039429273650304,3
1174339785005121541,600888924663150724,1
1174405734144106496,-5087330092496225559,1
1174714069502320640,896973268379027710,1
1174791055063048192,3367212993140705926,2
1175070683040276480,-7732898785270341499,1
1175107319966945283,-4470766804046771520,1
1175134558704082945,4301993264764095400,2
1175145877553451013,8399689489717774926,1
1175164791805153280,3701048590275221626,1
1175516289890226176,-402506051733248963,1
1175749980507770882,5263555232739014504,3
1175826143871688705,7783282583396236862,1
1176081540566196224,-1557168947770039490,2
1176238046100017152,5536269631850633528,1
1176418047768309760,7621708043003076716,1
1176434792075792384,-7572557434710665676,1
1176501654016929793,-7384388342137005807,1
1176522334183796738,1024022477493584519,1
1177008071807250432,2690877580864470297,1
1177481215361740800,2916075859512692116,1
1177516788902289409,5069533170396136653,1
1177572120911417344,4992824249165936323,1
1177846464229384192,-3694800781712898848,2
1177979080370786304,3504849366401399937,1
1178287912028430337,8216511304587285394,1
1178330745812766721,-6974299276592687637,1
1178377530891481093,-1982591255721486426,4
1178378102373785601,-969364198293191833,1
1178402937908932609,4934940940753197352,1
1178730540402380802,-2013978200181129126,1
1178732048904806400,-1200132939280729094,1
1178779289438887936,5997577857144133230,3
1179053771910995977,2787920350266444605,3
1179141179931332613,-7688372584723700566,4
1179370646368854019,-6403447326773059502,1
1179670999622721536,-632479719850405414,4
1179828078735958016,5275167309544512957,2
1181152707505201157,6938278227823549265,2
1181288004108861441,2081820475732240286,7
1181493258003730432,-6305834170817180912,1
1181540720542392320,7356098330199014846,2
1181572779461742595,-5234314840560816267,1
1181618331348033536,8889620648321226805,1
1181655788126920704,-8113199283447942655,1
1181672770276614144,2083663316758271458,1
1181703222005829632,-3578455677340548121,1
1182282151619911681,-7069726106850098167,1
1182372724322295808,-8747866089255781032,1
1182467150637875200,924661662029247653,2
1182561403296780289,2358519788409228131,2
1182685181725032448,7576074902769160605,1
1182769916644077568,9129137996717306817,1
1182941362158821376,3323194611651553256,2
1182967345846853634,3341613248423115579,1
1183336534319214593,-1658958150025510314,1
1183342512829849600,5732848097051797530,1
1183413698955743234,-4944223935068930798,2
1183481173802180608,4537954395183193745,1
1183557014515081216,-5108649164170728954,2
1183758914241945600,4404320528464062456,1
1183794079894790146,-8517275778633114919,1
1183812110637260800,674185233526138013,1
1183820211914457089,9125716773663097765,1
1184070977896046592,8740628360319979945,2
1184078638934835206,9007521325448212755,4
1184189129208324096,-3149712682069440539,1
1184204724880498689,4289597612978794838,1
1184229234237202432,5391933683520976285,1
1184243313022525448,-5941763339877556943,1
1184370836075094016,-2533021689120835978,1
1184941135028015113,4300534676286672884,1
1184959449221550080,-141483720220064241,1
1184986312929087488,-3261437765880764756,1
1185120149281656832,-1206778425126431511,3
1185457425974996992,3926226858368287523,1
1185531051743088643,-5657003433850513762,1
1185570189695430657,258461214888881351,1
1185602143702736899,-3023667540064520983,1
1185902198921801735,-7223142781317963501,1
1185925546213072898,-5679816298488796539,1
1186027076652093440,-1685655444364929999,1
1186292378543546371,-3213879631872168349,1
1186325751286632450,-8252192917464847823,2
1186631359407767558,-6840517069296208516,1
1186645831044255744,6643080882071587543,1
1186724093959258114,-5702666314152625544,4
1187030415103725568,-6369476152223582605,1
1187042575146016769,1713423366258509002,1
1187434912552538112,-4065477266291655573,1
1187662224401321984,-5744175901883658818,1
1187689222548922369,-5927159327868991173,1
1187813266627710977,-956059414031424598,2
1188166044663328768,2531265668616381343,1
1188581588906459138,-2771042967509996158,3
1188873281610420229,-1435309272114687241,2
1189370860081168384,-2552476595883668003,1
1189510159170707456,-1635585594291634003,2
1189626470295048193,4706606510273085606,1
1190427748449300482,-5267572007236317404,1
1190623144039587840,-8206088401531050753,1
1190702690390683659,5785032303084303753,1
1191413674470182913,8335763084369180722,2
1191717644619198464,8823452467433716681,1
1191729595856408576,985738140341581995,1
1191956201011105795,4574475139724107833,5
1192022675033640960,2097343507889055076,1
1192167432674258945,7106664143100433484,1
1192526841376124929,-262375037970513012,1
1192545492221276178,1969129839648109775,1
1192686774423867393,-7593918571387059506,2
1192719548258168832,1450967158748581615,1
1192838409850703873,5179392470553235076,1
1192919654404112384,5123313503863088475,2
1193322069808812033,-7276989567664562728,2
1193338201789861890,1828284144415821672,1
1193512360188825600,-755058497546971114,2
1193971932972113920,-1062826892132954755,1
1194231910010171392,832330271796115735,1
1194311665975746560,5349675767485300301,1
1194327076804927489,5558436615379573314,3
1194405804583129090,2247880342268495137,1
1194545899843784704,-3438263446804806936,1
1194716475577315330,8083017524483045712,1
1195455513993064450,-1158725625481728672,1
1195478213687939072,-2431071283307678394,2
1196047515772227586,-1089476662765098771,1
1196129835170631681,-2668971642788254905,1
1196137294123749376,4772359656531280403,1
1196783143254155265,8978024741711055734,1
1196799783517773824,-843525093617364550,1
1196874463922573314,-2096669863423705514,1
1196906891714142208,4040186771442344724,4
1196919064666488832,890751885512544664,1
1197158807140483072,-7873688572290455944,6
1197206364533092352,4572362053870824431,1
1197268744604704769,6520799490162091060,2
1197868836659314689,1403870227329052038,1
1197917680424161280,-8390813775085440446,2
1197942330172608517,-5685348573464507041,1
1197955796711223296,5709391993088586559,2
1198525411950518272,-7204211816844021294,1
1198608187735396354,4714788871437342646,1
1198622528572461056,-3364831335879912240,1
1198627818353152004,-9122381564559970574,1
1198695083316596737,-2997292457515971473,2
1198715255502848000,2990782278989890033,3
1198740454227030018,5376177972426465766,1
1198911994910445568,1432666728330355807,1
1198966155114942472,-8201565148342166373,1
1199085702673240066,5543129661991644446,10
1199102654745579520,-3702251087746033996,2
1199106451760975875,-5732920605143237077,1
1199338243558232064,-4061951866327333971,1
1199424049493004289,2244509482144676530,4
1199473180324368385,-4597290105427627791,2
1199571076558327808,-342062897180075620,1
1199804944662044672,2853112817064004628,1
1200326574261886976,-7689524071794378538,2
1200380393536598021,-4326610796764575230,3
1200392101810311169,-6704040016211752487,1
1200448138210955265,-9215171917652589969,1
1200906191792148480,-578182272943715811,1
1201420555083231232,-2068069647713244487,1
1201488700661796870,-6513973765371180649,1
1201809233190293505,-1507037566778228480,1
1201920768461987842,-200422144550854827,1
1201989142361657347,5528836765535214720,1
1202016327793283073,-158696596121641677,1
1202240540923846658,107375935965334487,1
1202318071555383298,-952884162760092,1
1202541188181614592,-2630323431591245188,1
1203033629942788097,1521692611748235102,1
1203302113926881281,959913032061169772,5
1203337423612239872,-747552914906709745,1
1203344822104444934,5641923981877133490,1
1203597456031834113,-8050640567020614977,2
1203754300998115328,-1031920826362848265,3
1203825895485714432,-21451156667751822,1
1204742988284547072,1245905445430379822,1
1205043473457598464,3721224617889513243,1
1205143751108284418,-2032106776696864919,5
1205292126097022977,3009243078891186008,7
1205336612567224321,8382326631560702867,2
1205442629380509696,7910955347258744710,5
1205914091551936517,-3143523256490676634,1
1206164735823142912,-116283458478264893,1
1206544185790205953,-3570613128965602979,1
1206592219039305730,-5028279510568682993,1
1206737641829470209,4419892073805217761,1
1206972253637955584,-2199227780804544696,1
1207097527784419328,-2985527320355512635,1
1207281304779284481,1913460536806017989,4
1207689205880631297,-5131707221710594205,1
1207798869620383745,-5280115462752975244,1
1207936473472884736,-8000983327231691610,1
1207943956258004993,-3965718249712766392,1
1207986488618749952,5842063847314411238,1
1208092194780983296,304825827184044916,1
1208191074885390336,-8501056002621987682,1
1208354706294067201,-4873915950811325195,1
1209110939368349696,-2383026383441791322,1
1209174122493820929,3273921563982516102,1
1209186143415218183,1301095615544897085,1
1209220581591257094,-5698824858099981753,1
1209576029112680448,-7079101200071614417,2
1209905141857558529,7262331305107672291,1
1209916313067511808,6780941625485379147,1
1210000553834618887,-3677856768663743075,1
1210203129226108928,-1939248586983115492,1
1210317652180246528,-1638756555653125075,1
1210324935983292416,144815582625052089,1
1210610369905020929,6512575102300091084,4
1210910012366680065,-2638279732935402166,1
1210959763929845761,4061020013774942297,1
1211241376018362371,-2684617417012882285,1
1211301969530257414,283359137184900135,1
1211339466276655105,-8513433060127858798,1
1211447394493067265,3353712121155136606,2
1211577444706086912,-3893440551583315987,1
1211621071260008453,-8065124989451939696,1
1211660827125633024,1915504691095686341,2
1211905301584048129,3258826475046144413,1
1211982383441797121,4657808406194847247,2
1212423746973138944,-5293835905681347268,2
1212465698435321856,886615807640426960,2
1212691727057747970,-797722201255218040,1
1212737044557881344,8732837102395684647,1
1212881786352463872,4433271513272143669,1
1213059386777620480,-362548308591559073,1
1213099460860887040,-2893973049680987868,1
1213115399086034949,-5015906194961934299,1
1213141323449942016,1676723254841230298,1
1213156459963224064,-326036946026339737,1
1213193292382294016,-5213620817797697221,4
1213201016113356800,-8271060980058672314,1
1213395169610829824,4972303728004622794,1
1213450597942226944,-3655278956502371900,1
1213543365624512512,-8611322234660095688,1
1213551424140787712,-1743820914526939252,1
1213564621522518016,-2691226352482434240,1
1213737637413916674,-8929033711711256227,3
1213793146749911040,-8622814726620833598,1
1213797567328219136,3654884217620281282,1
1213877407448367104,3136133790826190151,1
1213884553330249728,7167892578598093386,1
1213905477270003713,-6300180095750923200,1
1213919431195185152,-4761786439978366261,2
1214181278334865408,-2647090380908804493,1
1214185602511302657,-5727038916891068850,1
1214246351464062976,4540119314618903973,1
1214468436627279873,8304794902255238305,1
1214540360485134342,-5044356820983082259,1
1214592609252970497,8551184946239144726,1
1214639813980282888,-5447781710019931319,5
1214855725664653318,-4049372780871424510,1
1214859323916070912,-328183274904211195,1
1214888285853638656,-7597255637502431106,1
1214931093650071554,2920294631580914119,3
1215010688382439424,-5212462071222269145,1
1215208985617453056,3539068596278879211,1
1215256477826473984,4363410775993202492,1
1215356196061884422,1859965586078987020,2
1215667994505940992,-6488440383054977770,1
1215705114037669889,2263071233805574196,1
1215733016850509831,7846335302871170612,1
1216033146979917830,6524818551292964517,1
1216148624243118080,1317516298847100230,1
1216364879063527425,-9136774387493402263,3
1216399506666872832,6596126929692625731,1
1216631587405795329,-2878047224873563789,1
1216698655106879488,7173980276017467560,1
1216711327344971776,-3525754867909380312,1
1216748641106513930,3386083482460270744,1
1216765915028762624,-5443186133289932788,2
1216998240345841664,-8647196468727104819,1
1217004588399759360,-5233572053599377115,1
1217205006920798209,8992139761363644983,1
1217556943453077504,8346983761477518385,1
1217599622044098563,-3208916737271949899,1
1217733725846429696,-1896715960629706972,1
1217755674177949696,6640131826741500326,2
1217801523025055747,-5702747214075420830,1
1217814610780348421,-8290818491664218412,1
1217940772273774603,-3383463935488233272,2
1218259993205583873,-6867716092827923998,3
1218335445815320577,184962047887195659,2
1218585699731099650,8295704846334513876,1
1218950420892192769,-8275528204681682452,1
1218988846144262144,-6816097057896294091,2
1219236693582196737,-7422608583195649129,1
1219273010219229186,9214315421258516654,1
1219678093985624064,1478354187005582846,1
1219701365892636672,8641410573952365335,1
1219736313857040384,6365935782564902806,1
1219766929583431681,-7881719485972970473,1
1219769814497071104,-4725420498237303688,1
1219873356368969728,2219352970817430386,1
1219915759809417216,-8381010776025248667,1
1220015864482758659,-7778534871171945688,1
1220083880423829505,-8801122078647257173,2
1220268778484903937,9042235753712015934,1
1220286937430462464,7846238432813437901,3
1220291114575564800,676743108614098263,1
1220303463537659905,7554673761874721170,2
1220336742227677190,1587087669297008962,1
1220380175847903233,1019825234277957381,3
1220383727550857217,-495153573329994320,1
1220403470026596354,6866983788987248589,1
1220801358540001280,9044533886373391131,2
1220803066875740167,7360074355354187255,1
1220985996080226304,7013240396889674297,1
1221098024707002374,-4951721029442662928,2
1221477323108749315,5125969144550307032,1
1221924647165407239,-4501927982938834291,1
1222046592146051073,8220154168956574713,1
1222244448060563462,-652181816001174027,1
1222274937727135745,5939526229385348646,1
1222619591010025479,-5294476286771595488,1
1222625951537864707,6209907750042669474,1
1222725025456967681,-5978614616392977266,1
1222726839401095168,6899425113532827278,1
1222995625144397824,8950923404748151489,2
1223010315568283653,4419607479540520292,1
1223250921326620680,2409693614099388016,1
1223297498825011205,7103460241402629725,1
1223367594444578822,-4463287415588535965,1
1223535957846188032,2186112854885487209,1
1223615585155796992,8261986040331627656,1
1223981524489510915,6857409465729945114,1
1224023499435651076,5260039946571866290,2
1224040351675142149,-5086079104692170469,6
1224113254609408000,-2987521665861167563,1
1224393772395614209,6756963180636954359,1
1224418728718237696,-5355265134305252226,1
1224631146350292997,-1844738717336659406,1
1224637848298672129,7966895041412298724,1
1224647857862512644,6828904421153642198,2
1224669987593498624,1465394039201510981,1
1224766132860674049,-4905775891700303907,1
1224782727095910402,-7915557147038414862,1
1224795708269694976,-1012022380019037546,1
1224819073873215489,-879036266616321600,1
1225046220273586176,-3331936164836027585,1
1225140893499428866,8800696482654869933,1
1225190135756722176,5771035842289377418,1
1225416550754156545,-6907689355234946031,1
1225639114264829953,-2717064695976507934,1
1225808586531577857,6785793826181013349,1
1225896703385051137,-5196262640876137010,1
1226085542607101953,-3362160200350742137,1
1226116023084077058,7192886168707646161,1
1226244183561789444,-2743279421045141893,1
1226462936555773958,3164338959760379292,1
1226479194118512647,-8210438802217229705,1
1226510588089638913,-1691821623366904018,2
1226512557390868480,8579091888706476859,1
1226516396378554371,-3042706850681589904,2
1226537390690521090,-4206851481022792299,2
1226814739302494208,-3127640596795533848,1
1226839910323281920,8262704599672275573,1
1226861183195635713,3166099258485365451,4
1226862178822742016,-8394991564665668480,1
1226903160708648960,-1149679150756798695,1
1226909005328637952,38487589648708666,1
1226919635120984066,-1324935396588059471,1
1226929372717813760,5060204369319967380,1
1226959039533395969,3786156609100722796,1
1226985110005829632,4538001111043884328,1
1226998901519110144,-5792773249586588097,1
1227013242482044930,-7852519083924758231,2
1227216957545558016,2723734744029371919,1
1227288570060312576,2186915573850217073,1
1227289395545485312,5356769107215140639,1
1227357080488742912,-1620301761979171471,1
1227381171140661248,-6066713004149201538,1
1227389544774983680,5314117304320822634,1
1227517960379609088,5459549174831208759,1
1227591440336900096,4981647123266618183,1
1228001094309154822,-5690911168319744850,1
1228341950417424391,-6627316730863462672,1
1228352285929021442,-3278496655446896880,1
1228408732868108288,205520470207209427,1
1228765889501200386,6281092715627918317,1
1229194304968675328,-4376177965662649105,1
1229373289161687041,3029288918192499535,1
1229472355317092353,80446809878133018,1
1229519975108546560,-906613928046785088,1
1229706538211840000,7371849119571657163,1
1229761508969594880,-3704973593550715110,1
1229836791886290946,-7088625044758131810,1
1229864466474577921,-903067483025677450,1
1230138367767121921,1462487914678288247,4
1230376424764321793,-447831920534203373,2
1230445963136946176,-1480488635461352572,2
1230821016835895296,7383047190545271740,1
1230847186394648576,-2330500547753961683,4
1230936387878342662,-3847011215366077018,1
1230960678359400454,599093225756686455,1
1230970170962857986,-3135570115040662392,1
1231200507961716736,5809406298916336232,1
1231267023985967116,-1761677398245188002,1
1231363393912786946,-5356977153025399782,1
1231518169149444096,-4594608410474734207,13
1231671925505712128,4421476902234148281,1
1231864976933052417,8280738256893504583,4
1231924568245374976,4403103204918096982,1
1232022172765429760,6066433868407130794,1
1232039162989117441,-8205774908215769379,1
1232247328729452544,2581669462438124065,1
1232250772882182150,-6536126564394548090,1
1232255365082992640,-5805280121899530612,3
1232265391667318785,225176172470066040,4
1232362629936668672,-2216739327241131468,1
1232364186635776010,-6984278837730869823,1
1232402987546443782,-1214700490408594735,1
1232431584458035200,-2436750141785640217,2
1232681117838462981,1346230833557175253,1
1232711959495180290,-5134932655895269200,1
1232795342606872576,-1520309297758816249,1
1232961450454290432,4626476330592494816,1
1232999311958564865,-5352959091354060130,2
1233013344178778112,-5956584523951765350,1
1233041058264690689,-5175750134500071592,4
1233105252825600002,-8752314853848516181,3
1233165037226860546,-8558079761696141118,1
1233416038668210176,4466379450929621198,1
1233443876595171328,-4176363284601703498,3
1233724290048065536,5907326545444853271,1
1233777638742908928,8556886662644070903,2
1233780814183354369,-6752418236064118293,2
1233850762419200001,-7426439944960251175,1
1233895483745193984,6659924408381951583,1
1234125337585496065,8538665599850417082,1
1234208233239334912,6117337577535315573,1
1234225451024908291,-5976902305904505991,1
1234227707170390017,3081044024423287934,1
1234228932238544897,4802481077927166815,1
1234237268803641344,6276580722530494580,2
1234266649370546184,-2078609584652832992,1
1234372606385704960,4797583207151039999,2
1234515140235714560,3283593579842066208,1
1234562313719631876,-6254230758275699352,3
1234743986188886022,1118333325740632340,3
1234955083344990211,5937095544807935207,2
1234962254065471489,710969729084771763,4
1235164401705025537,-4357275561236281420,1
1235203559655911425,-8658725370325252618,3
1235255647756865538,-2491613245040748419,1
1235282289925459971,6842660583311980527,2
1235310343100010498,4456935530054828901,1
1235610417831071745,9185387648594579406,1
1235731433098031104,-4817007637706086105,2
1235892850778390528,-5774992491927701022,4
1235920508467793920,9013631242902777814,1
1235961333839007745,-445323455321944064,1
1236258984136409088,-7190561368881584718,3
1236328315419533312,-5622037658625566214,1
1236409836818051073,3441653906790987122,1
1236669692854571009,-8529650701055004212,5
1236695853080993799,-6559401054805317476,2
1236718660095483905,618419099116474484,1
1236731210690428929,8756954507405483823,1
1236757226280321034,6202097315217778313,2
1236803627731300354,-8780690768924689190,1
1236928617520574465,4421475989612212927,1
1237011195187601408,5466959538142615496,1
1237045959789613056,-204802940806394954,1
1237049112052338689,-911961904844352972,2
1237071348662448129,-8056494276804375377,1
1237134271992737798,8309826862027869305,1
1237169096489385984,5835379925018268663,1
1237179043436539918,2251359838260574343,2
1237408212422451202,7028207903215868565,1
1237414428896833536,2547538001227406711,3
1237492718835826688,-2451303469134144147,1
1237716930720681986,7022283727493303597,1
1237722342857588736,430835864052977021,1
1237817924720766976,493088393195653383,5
1237849350685872134,-6501278278205525457,1
1237859549224165378,2065345673571308559,1
1237860382980489223,1136155116962929475,1
1238137388775374848,6357616287807452650,3
1238194141013647363,7464910589186844756,1
1238199907586113536,-361101265450997803,1
1238227515073802241,-86697691151928919,1
1238576977658986496,-692467674718325922,1
1238660942830940161,6099959390384151005,1
1238820967364821005,-3360265721213547988,1
1238836304231772160,-3825939521521784219,1
1238926338855251974,-4554756345108345780,3
1238966652928221185,838253909029051119,1
1238979245621284865,4746034212043304236,2
1239015761491959808,-1942976390777887769,1
1239165706928881666,8253558073331797173,1
1239207777370767362,2479875289720497897,1
1239228203836850179,2511027052473551809,1
1239230664509132801,-6880192310541253458,2
1239233789496307713,-7661911653849936393,1
1239252093753593857,-1074433998810503850,1
1239265628650864645,5733497751812056934,1
1239290728167231489,8633773307217260785,1
1239353292767014913,3332903718737941701,3
1239553189671841798,-6754232288859315211,1
1239579899981160454,1985128170349300213,1
1239668430736887816,-3503667159055441236,1
1239818990412656640,-7134430437480158018,1
1239868945986924545,7357493723830154291,1
1240059315387539457,4614061639107987930,2
1240085732502495235,-6764856216637890408,1
1240230365140332544,6819625275631638346,1
1240419164554231809,4545973108903618099,2
1240556248187240448,7385215847021174255,2
1240585167741292544,2402407547519601249,1
1240668571719663616,-3157812245513858027,1
1240692109960773632,-8212396927423293657,2
1240726695411417089,361263582109156318,1
1240800546413588483,-619983595743813905,1
1241141668402823173,-6358799338564502691,2
1241291158694907904,-5983098973034325708,1
1241394640382803971,-894071198724936680,2
1241443321068826631,3213632633599594322,1
1241662638486163458,-6822310071356388720,1
1241699735225929730,140469218677163648,1
1241711001667592193,-6335812569041887651,1
1241730323387424769,2871249458959436141,1
1241790882187264000,-6606693268788376406,2
1241839999345197056,-227422461396228265,1
