src,dst,weight,relationship
-9053669679366170154,-2257564019754091948,2,retweet
-9053669679366170154,2837934023013037667,2,retweet
-9051465331519691987,-2257564019754091948,1,retweet
-9051322938299282254,-2257564019754091948,1,retweet
-9050747949533427683,-2257564019754091948,1,retweet
-9042907336957625854,5436395212001444577,1,retweet
-9034684074993890382,-2257564019754091948,2,retweet
-9033861415742260177,-2257564019754091948,1,retweet
-9033239005792594292,5309262735583633268,1,retweet
-9029750405333137102,-2257564019754091948,1,retweet
-9028079326084980040,-2257564019754091948,1,retweet
-9027016926821990209,-2257564019754091948,1,retweet
-9026804016878436445,-2257564019754091948,3,retweet
-9022677845696900876,4748375854567631609,1,retweet
-9020319667032566386,-2257564019754091948,1,retweet
-9018190101973223929,8006112427363674615,1,retweet
-9008867190479366970,-2257564019754091948,4,retweet
-9004414830696500224,-2257564019754091948,2,retweet
-9003025785120301098,-2257564019754091948,1,retweet
-9001986085814919574,-2257564019754091948,1,retweet
-8996154131441116158,-2257564019754091948,1,retweet
-8995986322337308052,-2257564019754091948,1,retweet
-8995718195355297462,-2257564019754091948,1,retweet
-8989929056904752444,2554410337353261214,1,retweet
-8989858194738837087,-2257564019754091948,2,retweet
-8987762271981914359,-3863286446969585062,1,retweet
-8987762271981914359,-2257564019754091948,1,retweet
-8987762271981914359,4800870922514443400,3,retweet
-8987762271981914359,7784474682550962693,1,retweet
-8987405505811347498,-2257564019754091948,1,retweet
-8985021398765352286,-2257564019754091948,1,retweet
-8974580596250557827,-2257564019754091948,1,retweet
-8971685829547253911,-2257564019754091948,1,retweet
-8968157489319191181,-2257564019754091948,1,retweet
-8962683739211149005,-2257564019754091948,1,retweet
-8960145833011979448,-2257564019754091948,1,retweet
-8958986986148446779,-2257564019754091948,3,retweet
-8952590638274674341,-2257564019754091948,2,retweet
-8948904290771682267,-2257564019754091948,1,retweet
-8947643630196437060,-2257564019754091948,2,retweet
-8942084034147325172,-2257564019754091948,1,retweet
-8937818381887227140,-2257564019754091948,1,retweet
-8935821294457340208,-2257564019754091948,1,retweet
-8934980387479819081,6620796576796850856,1,retweet
-8929033711711256227,-2257564019754091948,3,retweet
-8923416548293430673,5617954765352269337,1,retweet
-8922811686575307571,1151349348496559063,1,retweet
-8920882705784362257,-5535950050013917207,1,retweet
-8918822309104965860,-2257564019754091948,1,retweet
-8913048778758010783,-2257564019754091948,2,retweet
-8910465750800905265,-6222510133659489201,1,retweet
-8910161527150583272,-2257564019754091948,1,retweet
-8910161527150583272,3694566939897550599,1,retweet
-8909385589840934763,-2257564019754091948,1,retweet
-8904417095864609631,-158187213978303032,1,retweet
-8902587139750787878,-2257564019754091948,1,retweet
-8895690339155610250,-2257564019754091948,1,retweet
-8892600761548175756,-2257564019754091948,1,retweet
-8889973171132270150,-6030465654239432172,1,retweet
-8889973171132270150,-2257564019754091948,3,retweet
-8882729479806094122,-2257564019754091948,2,retweet
-8882036593502933288,-2257564019754091948,1,retweet
-8879368188450867843,-2257564019754091948,1,retweet
-8874338440966099281,-2257564019754091948,1,retweet
-8869245617777158994,-2257564019754091948,1,retweet
-8868586488811556626,-2257564019754091948,1,retweet
-8861280605179601505,-4797852236494944712,1,retweet
-8860870415862300224,-2257564019754091948,1,retweet
-8856356851791270115,-2257564019754091948,1,retweet
-8851411475454297397,-2257564019754091948,1,retweet
-8850103534201390423,-2257564019754091948,1,retweet
-8848678937550308629,-2257564019754091948,2,retweet
-8847414324576368675,-2257564019754091948,6,retweet
-8837161809274386400,-6060275971663420675,1,retweet
-8837161809274386400,-4367587608716628211,1,retweet
-8837161809274386400,-1071662797698848398,1,retweet
-8837161809274386400,-256078818127181324,1,retweet
-8837161809274386400,3086690231106229553,1,retweet
-8837161809274386400,3541468400546762007,1,retweet
-8837161809274386400,5445378080285151544,1,retweet
-8837161809274386400,7971782568150905338,1,retweet
-8835379299741512508,-2257564019754091948,4,retweet
-8830447889216218496,-2252702129897257703,1,retweet
-8830447889216218496,4811781309985254097,2,retweet
-8830447889216218496,5529448742132364373,1,retweet
-8830447889216218496,7665151447835204491,1,retweet
-8830393222662640269,-2257564019754091948,1,retweet
-8828918904771281869,-2257564019754091948,1,retweet
-8828808017885058286,-2257564019754091948,1,retweet
-8827577996093762742,-2257564019754091948,1,retweet
-8826694612277161661,-2403733663068305680,1,retweet
-8826694612277161661,-2257564019754091948,2,retweet
-8822999420114865950,-2257564019754091948,1,retweet
-8817789812689771324,-7758146364576182732,1,retweet
-8817789812689771324,-2257564019754091948,1,retweet
-8817789812689771324,1902451053778039334,1,retweet
-8816801862763481451,-2257564019754091948,1,retweet
-8814268509464540127,-2257564019754091948,1,retweet
-8812769918939313345,-2257564019754091948,1,retweet
-8808157371134199754,-2257564019754091948,2,retweet
-8808157371134199754,6768459111006768310,1,retweet
-8807693578435965071,-8713859641142908346,1,retweet
-8807693578435965071,-4782460056847246342,1,retweet
-8805688586800523551,-2257564019754091948,1,retweet
-8805688586800523551,7900775107514850001,1,retweet
-8804060541438574999,1946091355856000063,2,retweet
-8801122078647257173,-3879731629903820833,1,retweet
-8801122078647257173,4349030620831922148,1,retweet
-8800472265929505263,-2257564019754091948,1,retweet
-8798670633912842556,-2257564019754091948,1,retweet
-8792007140029312332,-2257564019754091948,1,retweet
-8790495686174287532,-2257564019754091948,1,retweet
-8782528628531215812,-2257564019754091948,1,retweet
-8780690768924689190,559326778950753389,1,retweet
-8779819704885245295,-2257564019754091948,1,retweet
-8777068807880252024,-7956417065820521511,1,retweet
-8774334951791110040,-2257564019754091948,1,retweet
-8761945154247952351,-2257564019754091948,1,retweet
-8760578449721436036,-2257564019754091948,1,retweet
-8752836444125587100,-2257564019754091948,1,retweet
-8752836444125587100,7722998517867249174,1,retweet
-8752314853848516181,-2257564019754091948,3,retweet
-8747866089255781032,-2257564019754091948,1,retweet
-8737019996374114426,-2257564019754091948,2,retweet
-8736899040711062960,-2257564019754091948,1,retweet
-8727334266206517776,-2257564019754091948,1,retweet
-8720276906398739238,-2257564019754091948,1,retweet
-8714934067033117774,-2257564019754091948,1,retweet
-8713710237778862668,7567792352521202725,1,retweet
-8712230344765897550,-2257564019754091948,1,retweet
-8707507471641192531,-2257564019754091948,1,retweet
-8702276872653853172,-468589395508499111,1,retweet
-8697159129982109931,-2257564019754091948,1,retweet
-8693912759254892090,-2257564019754091948,2,retweet
-8686364013630330513,-8144021862535169768,1,retweet
-8686237887175613958,-2257564019754091948,1,retweet
-8685751437220814411,-2257564019754091948,1,retweet
-8685440456331593530,-2257564019754091948,1,retweet
-8678519084167628071,-2257564019754091948,1,retweet
-8678014957527242998,-7758146364576182732,1,retweet
-8678014957527242998,-2257564019754091948,2,retweet
-8678014957527242998,9169261971162217030,1,retweet
-8674784218516315338,-2257564019754091948,1,retweet
-8672419793037497157,-2257564019754091948,1,retweet
-8672303284329984744,-2257564019754091948,1,retweet
-8667834247409209829,-8146456882941899530,1,retweet
-8667834247409209829,-6048387194559065676,1,retweet
-8667834247409209829,-639900264917693452,1,retweet
-8665905793475216703,-2257564019754091948,1,retweet
-8665661016455615843,-2257564019754091948,2,retweet
-8665279108355130519,-2257564019754091948,1,retweet
-8658725370325252618,-2257564019754091948,3,retweet
-8650825845503985980,-3071270232038437230,1,retweet
-8650825845503985980,-2021076118036679632,1,retweet
-8650825845503985980,5641262286623320371,1,retweet
-8650029698492443937,-2257564019754091948,1,retweet
-8647196468727104819,-2257564019754091948,1,retweet
-8646813432763415496,-2257564019754091948,2,retweet
-8645480894751891913,-2257564019754091948,1,retweet
-8645304876231780121,-2257564019754091948,1,retweet
-8641924279168986191,-2257564019754091948,1,retweet
-8633547024501153270,-2257564019754091948,3,retweet
-8631088965086911578,-2257564019754091948,2,retweet
-8630563223052919059,-2257564019754091948,1,retweet
-8626629482010964759,-2257564019754091948,1,retweet
-8625102706602743645,-2257564019754091948,1,retweet
-8624953751869725629,-2257564019754091948,1,retweet
-8622814726620833598,-2257564019754091948,1,retweet
-8617788745068833571,-2257564019754091948,1,retweet
-8615776918754692925,-2257564019754091948,1,retweet
-8611322234660095688,-2257564019754091948,1,retweet
-8610398673164717859,-2257564019754091948,1,retweet
-8610133421877065937,-8001502532312692645,1,retweet
-8609357791897697233,3814419405444690162,2,retweet
-8604568598885912551,5340034470838401140,1,retweet
-8604282458377168335,-2257564019754091948,1,retweet
-8598904142404366527,-2257564019754091948,1,retweet
-8597642193207905857,-2257564019754091948,1,retweet
-8594481680148771719,8217302553201663860,1,retweet
-8593152800949833969,-2257564019754091948,4,retweet
-8590620902825562346,-2257564019754091948,2,retweet
-8587703894123342034,-2257564019754091948,1,retweet
-8578124845933839418,999045021963696757,1,retweet
-8577514273845110821,-2257564019754091948,1,retweet
-8567985607864504138,9133991136095167947,1,retweet
-8565738638935612038,-2257564019754091948,1,retweet
-8558079761696141118,-3607902860956151071,1,retweet
-8557393845884674210,-482321445628203357,1,retweet
-8551460354050795925,-2257564019754091948,1,retweet
-8550588082784567953,-2257564019754091948,3,retweet
-8543611350920178317,-2431668203979520581,1,retweet
-8540517239056244331,-2257564019754091948,1,retweet
-8540159534662914101,2886912821813662097,1,retweet
-8540159534662914101,6539335512849961643,1,retweet
-8537243823371393291,-2257564019754091948,1,retweet
-8533001579866241497,-2257564019754091948,1,retweet
-8532559063955606948,-2257564019754091948,1,retweet
-8529650701055004212,-2257564019754091948,5,retweet
-8529085529090677179,-2257564019754091948,1,retweet
-8526330871576421355,-2257564019754091948,2,retweet
-8517275778633114919,-2257564019754091948,1,retweet
-8513433060127858798,3832145725660305209,1,retweet
-8511306569680537950,-2257564019754091948,1,retweet
-8509540669935081672,-2257564019754091948,1,retweet
-8508245231025781852,6351902598983389018,1,retweet
-8506710487015398845,-2257564019754091948,1,retweet
-8506641849892642599,-2257564019754091948,1,retweet
-8505878232698884556,-8107725236065020392,1,retweet
-8505878232698884556,2978737471048032166,1,retweet
-8505732660376666434,-2257564019754091948,1,retweet
-8502987583905084687,-2257564019754091948,3,retweet
-8501056002621987682,-2257564019754091948,1,retweet
-8500883728309254033,-2257564019754091948,1,retweet
-8499104624233301676,-2257564019754091948,2,retweet
-8497683770102415160,-2257564019754091948,1,retweet
-8495495097178938581,-2257564019754091948,1,retweet
-8486654699745034887,-2257564019754091948,1,retweet
-8484098792937320930,-2257564019754091948,1,retweet
-8483793238368732931,-2257564019754091948,1,retweet
-8480582689384612888,-2257564019754091948,1,retweet
-8479717830984442563,-2257564019754091948,1,retweet
-8478483779646875681,-2257564019754091948,1,retweet
-8475593003953566529,-2257564019754091948,1,retweet
-8475462231116297027,-2257564019754091948,2,retweet
-8468939826116428282,-2257564019754091948,1,retweet
-8465444761040310021,-2257564019754091948,2,retweet
-8464331732211243860,-2257564019754091948,1,retweet
-8458372725694970785,-1759962124018284125,1,retweet
-8456200335051666569,-2257564019754091948,1,retweet
-8455121202058329838,-2128225245327214002,1,retweet
-8454977008776900133,3832145725660305209,1,retweet
-8452023512934200065,-2257564019754091948,1,retweet
-8448303318182618690,-2257564019754091948,2,retweet
-8443639044622620806,-3757841572635879434,1,retweet
-8440965397767621745,-2257564019754091948,1,retweet
-8439009433545080429,-2257564019754091948,1,retweet
-8438296407345892276,-2257564019754091948,1,retweet
-8437568170078069488,-2257564019754091948,1,retweet
-8433318377018901805,-2257564019754091948,1,retweet
-8431463145718750767,7672571868273887106,1,retweet
-8427523799846061139,-2257564019754091948,1,retweet
-8426654534937444163,-2257564019754091948,1,retweet
-8422564011028706599,-2257564019754091948,1,retweet
-8421749340249939574,-2257564019754091948,1,retweet
-8420156598381240765,9101063436130342661,1,retweet
-8415073059279137120,-2257564019754091948,1,retweet
-8414240325776358790,-2257564019754091948,1,retweet
-8411210600024438353,-2257564019754091948,1,retweet
-8409763495686454247,-2257564019754091948,1,retweet
-8408404396405798931,-2257564019754091948,1,retweet
-8407695154882716037,-2257564019754091948,2,retweet
-8406744333034636592,-2257564019754091948,4,retweet
-8405417557647700224,5953624290002172670,2,retweet
-8405371246057740120,-2257564019754091948,1,retweet
-8401703993453946717,-2257564019754091948,1,retweet
-8401689986789662295,-2257564019754091948,1,retweet
-8400647149922928306,-8747388261626203231,1,retweet
-8400647149922928306,-8266603174341792932,1,retweet
-8400647149922928306,7581238749793199521,1,retweet
-8394991564665668480,-2257564019754091948,1,retweet
-8394321294808719946,-5433828311240037886,1,retweet
-8394321294808719946,-3707830983658057408,1,retweet
-8394321294808719946,-2257564019754091948,1,retweet
-8394321294808719946,910444177062563227,1,retweet
-8394321294808719946,2988923735073678625,1,retweet
-8394321294808719946,5336652901858054105,1,retweet
-8394321294808719946,7435650763807170913,1,retweet
-8394321294808719946,8122565978728691947,1,retweet
-8390813775085440446,-2257564019754091948,2,retweet
-8383056912099522907,-2257564019754091948,1,retweet
-8382209355047489101,-2257564019754091948,2,retweet
-8381010776025248667,-2257564019754091948,1,retweet
-8378780315132947229,8987271343143993451,1,retweet
-8378751895074829131,-2257564019754091948,1,retweet
-8376427082205191816,-2257564019754091948,1,retweet
-8376415610289661429,-2257564019754091948,1,retweet
-8373430474730927960,-2257564019754091948,1,retweet
-8369184744481950856,-2257564019754091948,6,retweet
-8356044439379762956,-2257564019754091948,1,retweet
-8355757208226435404,-2257564019754091948,1,retweet
-8351458010744132084,-2257564019754091948,1,retweet
-8351213865670641358,1601216869842496772,1,retweet
-8349523091276431275,-2257564019754091948,1,retweet
-8347556664764352663,-2257564019754091948,1,retweet
-8343365208819327267,-2257564019754091948,1,retweet
-8343144607073986449,-2257564019754091948,1,retweet
-8340251477869082093,-2257564019754091948,1,retweet
-8338166683840856642,-2257564019754091948,1,retweet
-8334179510688859934,-2257564019754091948,2,retweet
-8334032429968534061,-7959941081558144431,1,retweet
-8334032429968534061,-554893855825252652,1,retweet
-8330052908786585139,-2257564019754091948,1,retweet
-8325865055858848208,-2257564019754091948,1,retweet
-8325305816429754863,-2257564019754091948,1,retweet
-8322069205322124943,-2257564019754091948,1,retweet
-8317594670877410820,-2257564019754091948,1,retweet
-8315888383233425294,5431757674872671555,1,retweet
-8310877019942349567,-2257564019754091948,2,retweet
-8310262681058214897,81803797650263296,1,retweet
-8307749973468579762,7149249641393794216,1,retweet
-8304409861767234948,-2257564019754091948,2,retweet
-8301337033528519481,-2257564019754091948,2,retweet
-8297521740987768837,-2257564019754091948,1,retweet
-8294865202704706780,-5093857054422303323,1,retweet
-8294369394025348867,-4095240001159899824,1,retweet
-8294369394025348867,-3397117792267825318,1,retweet
-8290818491664218412,-2257564019754091948,1,retweet
-8289785512125667252,1987371527185521157,1,retweet
-8286893712969484491,-2257564019754091948,1,retweet
-8286697673504329103,-2257564019754091948,1,retweet
-8283886188152274325,-2257564019754091948,1,retweet
-8275528204681682452,-8249529197603164457,1,retweet
-8274416388718521373,-2257564019754091948,1,retweet
-8273435142989210563,4090210018904712232,1,retweet
-8273160340293878242,-2257564019754091948,1,retweet
-8271060980058672314,-2257564019754091948,1,retweet
-8270751467523042104,-2257564019754091948,1,retweet
-8269267209622241813,-2257564019754091948,1,retweet
-8268753329644346587,-6822708867022280070,1,retweet
-8266616651010972595,-2257564019754091948,1,retweet
-8265876626040808663,-2257564019754091948,1,retweet
-8260583824635309630,-333810945824524190,1,retweet
-8257979698145227425,-2257564019754091948,1,retweet
-8256838448898211428,-2257564019754091948,2,retweet
-8255997188747692298,-2257564019754091948,3,retweet
-8252192917464847823,-123362146317440540,1,retweet
-8252192917464847823,6617990799297025099,1,retweet
-8242576136323986151,-2257564019754091948,1,retweet
-8240261248270137833,-2257564019754091948,2,retweet
-8239574840241259011,-2257564019754091948,1,retweet
-8238358898928148919,2459607316744887704,1,retweet
-8237906545109999509,-2257564019754091948,3,retweet
-8237898652180854161,8514388655161106692,1,retweet
-8237611839220973166,-2257564019754091948,1,retweet
-8233753060019272375,-2257564019754091948,1,retweet
-8230582396172730726,-2257564019754091948,1,retweet
-8223818261803053535,-2257564019754091948,1,retweet
-8218593985086729699,-1572414402387099770,1,retweet
-8218593985086729699,-134786966423099686,1,retweet
-8217823836828951756,-2257564019754091948,1,retweet
-8215675948510823638,-2257564019754091948,1,retweet
-8214016288071547905,-2257564019754091948,1,retweet
-8213519585418835578,3999435616496387160,1,retweet
-8212396927423293657,-2257564019754091948,2,retweet
-8210438802217229705,-2257564019754091948,1,retweet
-8206280352917150047,-2257564019754091948,2,retweet
-8206280352917150047,6313309547787466681,1,retweet
-8206088401531050753,-2257564019754091948,1,retweet
-8205774908215769379,-2257564019754091948,1,retweet
-8203657575671992872,-2257564019754091948,1,retweet
-8201565148342166373,8267181791995121634,1,retweet
-8197618486746616053,-2257564019754091948,1,retweet
-8196891738124485865,-2257564019754091948,1,retweet
-8191731177558704068,-2257564019754091948,1,retweet
-8188002691455334977,-4797852236494944712,1,retweet
-8187924311090305199,-2257564019754091948,2,retweet
-8186590633470905996,8788709873952251382,1,retweet
-8185397277048360375,-2257564019754091948,1,retweet
-8184965749823000930,-2545497361194249180,1,retweet
-8184965749823000930,-524409347176713544,1,retweet
-8184965749823000930,5825618640003685119,1,retweet
-8184867598083384152,-2257564019754091948,1,retweet
-8178239020618459420,418250939106474230,1,retweet
-8176848005588977417,-2644516438984881247,1,retweet
-8174167557680631078,-2257564019754091948,1,retweet
-8170701761320305106,-2257564019754091948,1,retweet
-8163692348775766681,7101531604331315503,1,retweet
-8163204976409675930,-2257564019754091948,1,retweet
-8157708037486338273,-2257564019754091948,1,retweet
-8157287311777994242,-2257564019754091948,1,retweet
-8156959298209012492,-2257564019754091948,1,retweet
-8155506153967507604,2219898214819219980,1,retweet
-8154222227804943758,-2257564019754091948,1,retweet
-8151832755899580747,-3359126129193179207,1,retweet
-8151794113487461503,-2257564019754091948,1,retweet
-8150530606184032994,-7102577601665935603,1,retweet
-8148999840878310524,-2257564019754091948,1,retweet
-8147620850873165892,-2257564019754091948,1,retweet
-8146967952551045469,-2257564019754091948,2,retweet
-8144629257931643938,-2257564019754091948,1,retweet
-8141338720938744842,-2257564019754091948,2,retweet
-8132748588253870187,-3617674066946125678,1,retweet
-8131734376485590018,-2580921320221975191,1,retweet
-8130943433832270616,-2257564019754091948,1,retweet
-8123242123110280746,-2257564019754091948,1,retweet
-8122594342156829914,-2257564019754091948,1,retweet
-8122258008133989540,-2257564019754091948,1,retweet
-8116640297313129531,-2257564019754091948,1,retweet
-8113199283447942655,-2257564019754091948,1,retweet
-8112543729724904710,-2257564019754091948,3,retweet
-8111096709669866987,-2257564019754091948,1,retweet
-8109770643020689188,901655746915847884,1,retweet
-8109043341055564956,-2257564019754091948,1,retweet
-8099504466795882985,-7787163626640368317,1,retweet
-8096904857200770866,5798468057164205484,1,retweet
-8092477997662470840,-4318361476277476652,1,retweet
-8088963801281723783,-2257564019754091948,2,retweet
-8088678401637184127,-2257564019754091948,2,retweet
-8088571961246309826,-2257564019754091948,1,retweet
-8088043589666356748,-2257564019754091948,1,retweet
-8084431050811829756,3989046774711935323,1,retweet
-8083117900773882458,-2257564019754091948,1,retweet
-8078984350100342640,-2257564019754091948,1,retweet
-8071719570303807254,-2257564019754091948,1,retweet
-8069696786463019293,5987202964800926216,1,retweet
-8065167919505550491,-2257564019754091948,3,retweet
-8065124989451939696,-2257564019754091948,1,retweet
-8061704898019926971,-2257564019754091948,2,retweet
-8057545100303290752,-2257564019754091948,1,retweet
-8056494276804375377,-2257564019754091948,1,retweet
-8055920035441834246,-2257564019754091948,1,retweet
-8055763249937728419,-2257564019754091948,1,retweet
-8054112612461580163,-2257564019754091948,1,retweet
-8052645823228917586,-2650725702746860113,1,retweet
-8052645823228917586,4213347429239044211,1,retweet
-8052109305171227046,-2257564019754091948,1,retweet
-8050640567020614977,-2257564019754091948,2,retweet
-8023349009168374607,-2257564019754091948,1,retweet
-8022799801246508411,-3786369829307566982,1,retweet
-8022799801246508411,5570550428776708154,1,retweet
-8022799801246508411,7275266708346568652,1,retweet
-8019158169237440408,-2257564019754091948,1,retweet
-8015315613575426075,-2257564019754091948,1,retweet
-8011825761640990531,-2257564019754091948,1,retweet
-8010971476557795910,1993974295761267265,1,retweet
-8010851061075435161,4584102892185036722,1,retweet
-8003655465583379307,-2257564019754091948,1,retweet
-8000983327231691610,-3450175790272827662,1,retweet
-7998718252058797007,-2257564019754091948,1,retweet
-7989895822941605989,-2257564019754091948,2,retweet
-7984155737080531009,-2257564019754091948,2,retweet
-7983179093118809807,-2257564019754091948,1,retweet
-7980084661807394302,4143732278684202291,1,retweet
-7975617824856482949,-2257564019754091948,1,retweet
-7970181727654598221,-1195959866051273089,1,retweet
-7963953459162601293,-2257564019754091948,1,retweet
-7962127866113508568,-2257564019754091948,5,retweet
-7959170766288143476,-2257564019754091948,2,retweet
-7956969115776829164,-2257564019754091948,2,retweet
-7955673548779728392,-2257564019754091948,1,retweet
-7954719266678122744,-2257564019754091948,1,retweet
-7954719266678122744,2144796521595284205,1,retweet
-7954719266678122744,9208270725996511578,1,retweet
-7948219593726110385,-3857194422240931142,1,retweet
-7942374559145215735,1931780199240189401,1,retweet
-7941805703032187547,-2257564019754091948,1,retweet
-7940657479650323223,-2257564019754091948,1,retweet
-7931789654214840337,-2257564019754091948,1,retweet
-7929330712676666230,-2257564019754091948,2,retweet
-7925030841483933293,-2051234108365364125,1,retweet
-7921459635796267367,-2257564019754091948,1,retweet
-7920195216292125933,-2257564019754091948,1,retweet
-7917655715781688430,-2257564019754091948,1,retweet
-7916568348881780203,-2257564019754091948,1,retweet
-7915557147038414862,-2257564019754091948,1,retweet
-7914813682156727254,-2257564019754091948,1,retweet
-7913667793102546842,-8696674739747619916,1,retweet
-7912171680472564465,-2257564019754091948,1,retweet
-7910870085637763123,-2257564019754091948,1,retweet
-7907973490166693417,-2257564019754091948,2,retweet
-7899921488836957925,-2257564019754091948,1,retweet
-7895523538966844872,-2257564019754091948,1,retweet
-7894374928017576487,-2257564019754091948,1,retweet
-7890610455861445809,-2257564019754091948,1,retweet
-7887376723138069237,-2257564019754091948,1,retweet
-7886602561585206329,-2257564019754091948,1,retweet
-7886129539625454049,-2257564019754091948,1,retweet
-7886129539625454049,4300010825140273337,1,retweet
-7884811073952034992,-5791518233885720469,1,retweet
-7884693410318939264,-3757841572635879434,1,retweet
-7881719485972970473,-2257564019754091948,1,retweet
-7879392269943368909,-2257564019754091948,3,retweet
-7877493879135015827,-2257564019754091948,2,retweet
-7876856081523409848,-2257564019754091948,3,retweet
-7876384075918359223,-2257564019754091948,1,retweet
-7875334160500910223,-2636616511706969249,1,retweet
-7875334160500910223,1367076314322760044,1,retweet
-7873688572290455944,-5774514270636934673,1,retweet
-7873688572290455944,-4488681423564444152,1,retweet
-7873688572290455944,-3115382937628226876,1,retweet
-7873688572290455944,-639900264917693452,1,retweet
-7873688572290455944,2978737471048032166,1,retweet
-7873688572290455944,8328596658887638121,1,retweet
-7873675802537868165,-2257564019754091948,1,retweet
-7872176480474152838,-2257564019754091948,1,retweet
-7870392035056540785,-2257564019754091948,1,retweet
-7865980887346096469,-2257564019754091948,1,retweet
-7864973368242551182,810385570287938307,1,retweet
-7862663174686774370,-2257564019754091948,1,retweet
-7855782331573746169,-2257564019754091948,1,retweet
-7855327079822019527,-2257564019754091948,1,retweet
-7854848998332876224,-2257564019754091948,1,retweet
-7853209729497502579,-2257564019754091948,1,retweet
-7852519083924758231,-2257564019754091948,2,retweet
-7843450514779868704,-5294780197769717227,1,retweet
-7842847275144925446,-2257564019754091948,2,retweet
-7842565324962204189,-2257564019754091948,1,retweet
-7841607497842965364,-2257564019754091948,1,retweet
-7836484527059575158,-5673591559867489243,1,retweet
-7836484527059575158,-2257564019754091948,1,retweet
-7836484527059575158,3823364143214640673,1,retweet
-7835223232613506827,-2257564019754091948,3,retweet
-7826992825943104562,-2257564019754091948,1,retweet
-7824203442758643753,-2257564019754091948,1,retweet
-7812744975765149529,-2257564019754091948,2,retweet
-7806053870895454442,-2257564019754091948,1,retweet
-7805785486289380205,-2257564019754091948,2,retweet
-7805776465477475336,2529408394213768255,1,retweet
-7795472945951023396,-2257564019754091948,2,retweet
